1	0.2882	0.2832	0.3157
2	0.2917	-0.02155	0.0568
3	0.2606	0.1017	0.104
4	0.2348	0.374	0.08303
5	0.2864	0.4624	0.0781
6	0.07185	0.7921	-0.09967
7	-0.05536	0.7572	-0.1597
8	-0.06984	0.9044	-0.1636
9	-0.06831	0.8974	-0.1589
10	-0.08766	0.749	-0.1528
11	-0.1668	0.5615	-0.2948
12	-0.1616	0.5458	-0.2902
13	-0.1685	0.5243	-0.2852
14	-0.1445	0.5719	-0.2882
15	-0.02362	0.4215	-0.2088
16	-0.007681	0.47	-0.2261
17	4.089E-4	0.4693	-0.1955
18	0.02281	0.467	-0.1831
19	0.03131	0.4774	-0.1725
20	0.01601	0.4514	-0.1785
21	0.005032	0.415	-0.1765
22	0.01108	0.3966	-0.178
23	0.01592	0.3875	-0.1805
24	0.02327	0.4189	-0.174
25	0.02818	0.4281	-0.1832
26	0.05893	0.5011	-0.1665
27	0.05117	0.4557	-0.1705
28	0.04433	0.4745	-0.158
29	0.05989	0.4535	-0.1695
30	0.06299	0.4832	-0.1461
31	0.03475	0.5343	-0.1699
32	5.144E-4	0.5817	-0.2371
33	-0.01502	0.6035	-0.2164
34	0.006996	0.7318	-0.1813
35	-0.02062	0.6622	-0.2153
36	-0.0706	0.7896	-0.2122
37	-0.02404	0.7945	-0.222
38	-0.09507	0.6363	-0.1123
39	0.02141	0.2855	-0.1354
40	0.07434	0.2851	-0.1046
41	0.0294	0.4413	-0.09081
42	0.03553	0.5233	-0.1337
43	0.06391	0.4005	-0.1065
44	0.0712	0.178	-0.1355
45	0.05952	0.101	-0.1844
46	0.05736	0.006311	-0.2108
47	0.05526	-0.2054	-0.2354
48	0.05944	-0.1106	-0.2361
49	0.1032	0.04434	-0.1745
50	0.1592	0.22	-0.3362
51	-0.005279	-0.09851	-0.4862
52	0.04302	-0.04831	-0.4641
53	-0.05721	-0.2174	-0.5367
54	-0.182	0.315	-0.696
55	-0.2822	0.3984	-0.5117
56	-0.2568	0.6562	-0.324
57	-0.06451	0.7132	-0.2837
58	-0.006739	0.6105	-0.4197
59	-0.05037	0.183	-0.2589
60	0.04968	-0.4624	-0.1425
61	0.1672	-0.2015	-0.04761
62	0.1494	-0.1178	-0.1025
63	0.08322	0.1011	-0.3181
64	0.03987	0.3376	-0.1189
65	0.2585	0.07974	0.09468
66	0.4227	-0.5301	0.382
67	0.004242	0.08991	0.2119
68	0.3285	0.07689	0.07322
69	0.5346	0.1408	0.2972
70	0.6483	0.3507	0.2473
71	0.4223	-0.06839	0.1117
72	0.3349	-0.5273	0.1808
73	0.3133	-0.1439	-0.004277
74	0.1527	-0.3252	-0.2146
75	-0.1924	-0.1162	-0.2683
76	-0.2023	-0.3447	-0.07145
77	-0.09918	-0.3849	-0.1876
78	-0.06042	-0.4576	-0.002861
79	0.4062	-0.176	-0.05402
80	0.3036	-0.947	0.1491
81	0.03044	-0.726	-0.08002
82	0.06797	-0.8105	-0.09131
83	0.01322	-0.767	-0.1395
84	-0.02965	-0.4387	-0.371
85	0.378	0.09459	-0.1635
86	0.3005	-0.1182	-0.289
87	0.2479	0.4035	-0.1577
88	0.2091	0.3791	-0.3381
89	0.05929	0.21	-0.2721
90	-0.01096	-0.1143	-0.3263
91	0.1698	-0.1543	-0.212
92	0.123	-0.2671	-0.4052
93	0.008222	-0.6909	-0.6879
94	-0.05861	-0.5647	-0.4737
95	-0.1504	-0.9694	-0.6522
96	-0.4575	-0.385	-0.8936
97	-0.3174	0.3298	-0.8734
98	0.1306	-0.2415	-0.5775
99	-0.006013	-0.4328	-0.4443
100	0.2771	-0.1626	-0.06665
101	0.2071	-0.9961	-0.3554
102	0.04654	-0.05697	-0.2101
103	0.1653	0.258	-0.2069
104	0.04882	0.138	-0.2829
105	0.1067	-0.2512	-0.3181
106	0.2304	0.04488	-0.09798
107	0.1532	0.0859	-0.5692
108	0.09335	0.1279	-0.4899
109	0.04081	-0.2975	-0.492
110	0.1296	-0.1594	-0.3023
111	0.356	-0.06542	-0.215
112	0.1356	0.1995	-0.1922
113	0.172	0.1052	-0.2271
114	-0.04744	-0.03569	-0.3178
115	0.07516	-0.3814	-0.2678
116	0.003626	-0.2422	-0.1148
117	0.2643	-0.1633	0.02255
118	0.1189	-0.01629	0.1374
119	0.1194	-0.3309	0.3791
120	0.1218	-0.3378	0.1223
121	0.1233	0.09472	-0.1964
122	0.09341	0.9972	-0.2713
123	-0.1015	0.9502	-0.5685
124	0.07779	0.748	-0.3436
125	-0.1259	0.3494	-0.3725
126	-0.1865	0.4156	-0.4479
127	-0.2239	0.2589	-0.3533
128	-0.1982	0.243	-0.5027
129	-0.06246	-0.0342	-0.4649
130	-0.1141	-0.2808	-0.7247
131	-0.4087	0.2491	-0.4221
132	-0.3143	-0.8533	-0.4732
133	-0.09403	-0.448	-0.3337
134	-0.2212	-0.2398	-0.346
135	-0.2422	-0.7816	-0.1341
136	0.01669	-0.4855	-0.0633
137	-0.2293	-0.2158	-0.1702
138	-0.2602	-0.4976	-0.2434
139	-0.2603	-0.7804	-0.1303
140	0.1109	-0.4177	0.06048
141	0.2463	-0.2872	0.2355
142	0.2153	-0.5019	0.2099
143	0.33	-0.9272	0.1283
144	0.372	-0.684	0.2405
145	0.09881	-0.7879	0.01904
146	0.1225	-0.7859	-0.03048
147	0.218	-0.7444	-0.001006
148	0.02304	-0.8549	-0.09466
149	0.01139	-1.06	-0.0939
150	0.1513	-0.6386	-0.02825
151	0.09194	-0.4961	-0.1206
152	0.1052	-0.6579	-0.1055
153	-0.03282	-0.635	-0.2871
154	-0.01853	-0.6139	-0.3539
155	-0.176	-0.4267	-0.4109
156	-0.2682	-0.4945	-0.4495
157	-0.2558	-0.2682	-0.4418
158	-0.2876	-0.7571	-0.394
159	-0.3381	-0.5912	-0.3988
160	-0.2652	-0.5476	-0.3816
161	-0.2165	-0.2382	-0.3891
162	-0.313	0.05862	-0.433
163	-0.3194	0.1527	-0.3922
164	-0.3049	-0.006725	-0.3597
165	-0.2151	-0.2419	-0.3979
166	-0.1376	-0.2858	-0.36
167	-0.2127	-0.3388	-0.4481
168	-0.2387	-0.5309	-0.3614
169	-0.1679	-0.1804	-0.219
170	-0.09922	-0.7145	-0.07347
171	0.03846	0.0167	-0.1947
172	0.1106	-0.191	-0.2463
173	0.1671	-0.3939	-0.1575
174	0.046	-0.2597	-0.272
175	-0.04224	-0.3869	-0.3622
176	-0.1575	-0.6081	-0.3087
177	0.01151	-0.5166	-0.2269
178	-0.01621	-0.5581	-0.4388
179	-0.06887	-0.7266	-0.5604
180	-0.2372	-0.8157	-0.6115
181	-0.2658	-0.6271	-0.6768
182	-0.3041	-0.4972	-0.6648
183	-0.3291	-0.09296	-0.6669
184	-0.3903	-0.4135	-0.7232
185	-0.5788	0.229	-0.5588
186	-0.3594	0.1791	-0.5328
187	-0.1846	0.2763	-0.279
188	-0.04733	-0.2836	-0.3435
189	0.1841	-0.4308	-0.08112
190	0.1372	-0.08575	0.03236
191	0.139	-0.2174	0.1345
192	-0.03123	-0.2723	-0.09497
193	0.245	-0.2697	-0.126
194	0.292	0.6794	-0.2779
195	0.4338	0.2019	0.0406
196	0.2525	0.1554	-0.2404
197	-0.005861	-0.2463	-0.1404
198	0.02897	-0.2911	-0.3838
199	0.01456	-0.6041	-0.1897
200	-0.1276	-0.4677	-0.2214
201	-0.06644	-0.005406	-0.2329
202	-0.1152	-0.2472	-0.3653
203	-0.2068	0.06515	-0.3791
204	-0.2869	0.4668	-0.5267
205	-0.2203	0.09242	-0.2589
206	-0.2032	-0.1275	-0.3585
